timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1590031635634,1368,发表条目,200,OK,线程组 1-1,text,true,,276822,0,3,3,202,0,0
1590031637003,60,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,60,0,0
1590031636272,957,发表条目,200,OK,线程组 1-3,text,true,,233662,0,3,3,51,0,0
1590031635872,1453,发表条目,200,OK,线程组 1-2,text,true,,233674,0,3,3,106,0,0
1590031637237,101,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,101,0,0
1590031637327,100,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,100,0,0
1590031637074,1071,发表条目,200,OK,线程组 1-1,text,true,,277233,0,3,3,48,0,0
1590031638146,66,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,66,0,0
1590031637340,1014,发表条目,200,OK,线程组 1-3,text,true,,234073,0,3,3,68,0,0
1590031638355,96,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,96,0,0
1590031637428,1129,发表条目,200,OK,线程组 1-2,text,true,,234085,0,3,3,65,0,0
1590031638567,67,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,67,0,0
1590031638213,1275,发表条目,200,OK,线程组 1-1,text,true,,277644,0,3,3,50,0,0
1590031639489,71,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,71,0,0
1590031638458,1206,发表条目,200,OK,线程组 1-3,text,true,,234484,0,3,3,51,0,0
1590031639665,65,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,65,0,0
1590031638636,1116,发表条目,200,OK,线程组 1-2,text,true,,234496,0,3,3,122,0,0
1590031639753,90,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,90,0,0
1590031639561,1030,发表条目,200,OK,线程组 1-1,text,true,,278055,0,3,3,57,0,0
1590031640596,56,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,56,0,0
1590031639731,1036,发表条目,200,OK,线程组 1-3,text,true,,234895,0,3,3,58,0,0
1590031640768,78,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,78,0,0
1590031639844,1088,发表条目,200,OK,线程组 1-2,text,true,,234907,0,3,3,80,0,0
1590031640933,59,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,59,0,0
1590031640654,1185,发表条目,200,OK,线程组 1-1,text,true,,278466,0,3,3,55,0,0
1590031640850,1014,发表条目,200,OK,线程组 1-3,text,true,,235306,0,3,3,49,0,0
1590031641840,70,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,70,0,0
1590031641867,52,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,52,0,0
1590031640993,1171,发表条目,200,OK,线程组 1-2,text,true,,235318,0,3,3,46,0,0
1590031642165,50,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,50,0,0
1590031641921,1083,发表条目,200,OK,线程组 1-3,text,true,,235717,0,3,3,88,0,0
1590031642217,844,发表条目,200,OK,线程组 1-2,text,true,,235729,0,3,3,73,0,0
